id,f1,accuracy,time,M,C,penalty,solver
0,0.529027820991,0.586532291719,0.534020582835,-1,2.0,l1,liblinear
1,0.530523589163,0.586671165693,3.2402540048,-1,2.5,l1,liblinear
2,0.528366302893,0.58646299165,0.660993973414,-1,3.0,l1,liblinear
3,0.527179268061,0.585906728143,16.8850049973,-1,3.5,l1,liblinear
4,0.526840029101,0.585214435221,56.3499685923,-1,4.0,l1,liblinear
