id,f1,accuracy,time,M,C,penalty,solver
0,0.422478301887,0.521055756284,0.470583041509,-1,0.5,l1,liblinear
1,0.472669264768,0.551713628752,0.439966678619,-1,0.820335356008,l1,liblinear
2,0.509380484822,0.573007884598,0.468334674835,-1,1.34590019263,l1,liblinear
3,0.529408174133,0.585838972986,0.548012733459,-1,2.20817902735,l1,liblinear
4,0.526883031208,0.585074637319,36.479766051,-1,3.62289465706,l1,liblinear
5,0.52383215058,0.581885953867,108.569698572,-1,5.94397715655,l1,liblinear
6,0.520798697336,0.578488244675,128.394574006,-1,9.75210923364,l1,liblinear
7,0.514417296186,0.572521873117,121.527772665,-1,16.0,l1,liblinear
